ASX Listed Companies (1 May 2020),,,,,,,
Code,Company,Sector,Market Cap,Weight(%),,Total Index Market Cap,
PRO,Prophecy International Holdings Ltd,Information Technology,"28,804,400",0.001,,,
PRT,Prime Media Group Ltd,Communication Services,"36,633,000",0.002,,,
PRU,Perseus Mining Ltd,Materials,"1,127,170,000",0.059,,,
PRX,Prodigy Gold NL,Materials,"22,644,500",0.001,,,
PRZ,Parazero Ltd,Information Technology,"3,311,110",0,,,
PSA,Petsec Energy Ltd,Energy,"8,370,350",0,,,
PSC,Prospect Resources Ltd,Materials,"24,559,200",0.001,,,
PSI,PSC Insurance Group Ltd,Financials,"651,984,000",0.034,,,
PSL,Paterson Resources Ltd,Materials,"5,790,750",0,,,
PSQ,Pacific Smiles Group Ltd,Health Care,"212,791,000",0.011,,,
PSZ,PS&C Ltd,Industrials,"12,026,500",0.001,,,
PTB,PTB Group Ltd,Industrials,"60,228,300",0.003,,,
PTL,Pental Ltd,Consumer Staples,"51,094,000",0.003,,,
PTM,Platinum Asset Management Ltd,Financials,"2,047,510,000",0.106,,,
PTR,Petratherm Ltd,Materials,"10,773,100",0.001,,,
PTX,Prescient Therapeutics Ltd,Health Care,"16,953,200",0.001,,,
PUA,Pure Alumina Ltd,Materials,"2,661,130",0,,,
PUR,Pursuit Minerals Ltd,Materials,"1,412,940",0,,,
PVE,Po Valley Energy Ltd,Energy,"25,891,400",0.001,,,
PVL,Powerhouse Ventures Ltd,Financials,"1,938,700",0,,,
PVS,Pivotal Systems Corporation,Information Technology,"97,403,100",0.005,,,
PWG,Primewest,Financials,"296,765,000",0.015,,,
PWH,PWR Holdings Ltd,Consumer Discretionary,"389,341,000",0.02,,,
PWL,Powerwrap Ltd,Financials,"27,142,000",0.001,,,
PWN,Parkway Minerals NL,Materials,"6,737,390",0,,,
PWNCA,Parkway Minerals NL,,"246,601",0,,,
PXS,Pharmaxis Ltd,Health Care,"35,948,100",0.002,,,
PXX,Polarx Ltd,Materials,"8,324,440",0,,,
PYC,PYC Therapeutics Ltd,Health Care,"219,857,000",0.011,,,
PYG,Paygroup Ltd,Information Technology,"39,958,500",0.002,,,
QAG,Betashares Agriculture ETF-Currency Hedged (Synthetic),,"2,826,960",0,,,
QAN,Qantas Airways Ltd,Industrials,"5,754,460,000",0.299,,,
QAU,Betashares Gold Bullion ETF - Currency Hedged,,"223,591,000",0.012,,,
QBE,QBE Insurance Group Ltd,Financials,"12,311,900,000",0.64,,,
QCB,Betashares Commodities Basket ETF-Currency Hedged(Synthetic),,"5,799,420",0,,,
QEM,QEM Ltd,Materials,"3,100,990",0,,,
QFE,Quickfee Ltd,Financials,"33,266,200",0.002,,,
QFN,Betashares Australian Financials Sector ETF,,"14,223,100",0.001,,,
QFY,Quantify Technology Holdings Ltd,Information Technology,"4,017,100",0,,,
QGL,Quantum Graphite Ltd,Materials,"9,192,720",0,,,
QHAL,Vaneck Vectors MSCI World Ex Australia Quality (Hedged) ETF,,"99,511,400",0.005,,,
QHL,Quickstep Holdings Ltd,Industrials,"49,940,500",0.003,,,
QIP,QANTM Intellectual Property Ltd,Industrials,"157,000,000",0.008,,,
QLTY,Betashares Global Quality Leaders ETF,,"41,758,400",0.002,,,
QMIX,SPDR MSCI World Quality MIX Fund,,"23,683,300",0.001,,,
QOZ,Betashares Ftse Rafi Australia 200 ETF,,"211,941,000",0.011,,,
QPON,Betashares Australian Bank Senior Floating Rate Bond ETF,,"773,962,000",0.04,,,
QPR,Quattro Plus Real Estate,Real Estate,"76,325,000",0.004,,,
QRE,Betashares Australian Resources Sector ETF,,"65,473,100",0.003,,,
QRI,Qualitas Real Estate Income Fund,,"315,696,000",0.016,,,
QSS,Questus Ltd,Real Estate,"2,224,980",0,,,
QTG,Q Technology Group Ltd,Information Technology,"600,825",0,,,
QTM,Quantum Health Group Ltd,Health Care,"46,260,600",0.002,,,
QUAL,Vaneck Vectors MSCI World Ex Australia Quality ETF,,"951,276,000",0.049,,,
QUB,QUBE Holdings Ltd,Industrials,"3,596,210,000",0.187,,,
QUE,Queste Communications Ltd,Financials,"1,082,890",0,,,
QUS,Betashares Ftse Rafi U.S. 1000 ETF,,"48,094,100",0.002,,,
QVE,QV Equities Ltd,,"211,771,000",0.011,,,
R3D,R3D Global Ltd,Communication Services,"2,593,090",0,,,
RAC,Race Oncology Ltd,Health Care,"32,943,900",0.002,,,
RAG,Ragnar Metals Ltd,Materials,"1,567,120",0,,,
RAN,Range International Ltd,Materials,"3,252,340",0,,,
RAP,Resapp Health Ltd,Health Care,"130,685,000",0.007,,,
RARI,Russell Investments Australian Responsible Investment ETF,,"214,787,000",0.011,,,
RBD,Restaurant Brands New Zealand Ltd,Consumer Discretionary,"1,097,870,000",0.057,,,
RBL,Redbubble Ltd,Consumer Discretionary,"206,398,000",0.011,,,
RBR,RBR Group Ltd,Materials,"5,519,830",0,,,
RBTZ,Betashares Global Robotics and Artificial Intelligence ETF,,"33,292,400",0.002,,,
RBX,Resource Base Ltd,Materials,"934,707",0,,,
RCB,Russell Investments Australian Select Corporate Bond ETF,,"227,487,000",0.012,,,
RCE,Recce Pharmaceuticals Ltd,Health Care,"51,517,300",0.003,,,
RCL,Readcloud Ltd,Information Technology,"31,329,800",0.002,,,
RCP,Redbank Copper Ltd,Materials,"2,222,470",0,,,
RCT,Reef Casino Trust,Consumer Discretionary,"100,575,000",0.005,,,
RCW,Rightcrowd Ltd,Information Technology,"36,868,100",0.002,,,
RD1,Registry Direct Ltd,Information Technology,"3,447,470",0,,,
RDC,Redcape Hotel Group,Consumer Discretionary,"342,361,000",0.018,,,
RDF,Redflex Holdings Ltd,Information Technology,"59,661,800",0.003,,,
RDG,Resource Development Group Ltd,Materials,"15,800,700",0.001,,,
RDH,Redhill Education Ltd,Consumer Discretionary,"16,948,700",0.001,,,
RDM,Red Metal Ltd,Materials,"16,131,600",0.001,,,
RDN,Raiden Resources Ltd,Materials,"2,588,580",0,,,
RDS,Redstone Resources Ltd,Materials,"2,843,790",0,,,
RDV,Russell Investments High Dividend Australian Shares ETF,,"222,191,000",0.012,,,
RDY,Readytech Holdings Ltd,Information Technology,"112,008,000",0.006,,,
RE1,Resa Group Ltd,Real Estate,"1,322,640",0,,,
REA,REA Group Ltd,Communication Services,"11,726,600,000",0.609,,,
RED,RED 5 Ltd,Materials,"271,344,000",0.014,,,
REE,RAREX Ltd,Materials,"9,361,860",0,,,
REF,Reverse Corp Ltd,,"371,442",0,,,
REG,Regis Healthcare Ltd,Health Care,"451,123,000",0.023,,,
REH,Reece Ltd,Industrials,"5,427,980,000",0.282,,,
REIT,Vaneck Vectors Ftse International Property (Hedged) ETF,,"22,566,900",0.001,,,
RENT,AMP Capital Global Property Sec Fund,,"21,716,800",0.001,,,
RES,Resource Generation Ltd,Energy,"29,650,400",0.002,,,
REV,Real Estate Investar Group Ltd,Communication Services,"2,565,260",0,,,
REX,Regional Express Holdings Ltd,Industrials,"98,037,400",0.005,,,
REY,REY Resources Ltd,Energy,"45,614,500",0.002,,,
REZ,Resources & Energy Group Ltd,Materials,"5,815,210",0,,,
RF1,Regal Investment Fund,,"229,930,000",0.012,,,
RFF,Rural Funds Group,Real Estate,"653,433,000",0.034,,,
RFG,Retail Food Group Ltd,Consumer Discretionary,"105,900,000",0.006,,,
RFN,Reffind Ltd,Information Technology,"2,046,520",0,,,
RFR,Rafaella Resources Ltd,Materials,"6,193,700",0,,,
RFT,Rectifier Technologies Ltd,Industrials,"39,668,100",0.002,,,
RFX,Redflow Ltd,Industrials,"27,470,500",0.001,,,
RGB,Russell Investments Australian Government Bond ETF,,"77,246,000",0.004,,,
RGI,Roto-Gro International Ltd,Industrials,"11,023,400",0.001,,,
RGL,Riversgold Ltd,Materials,"1,978,030",0,,,
RGS,Regeneus Ltd,Health Care,"19,725,600",0.001,,,
RHC,Ramsay Health Care Ltd,Health Care,"13,994,000,000",0.727,,,
RHI,Red Hill Iron Ltd,Materials,"11,376,800",0.001,,,
RHP,Rhipe Ltd,Information Technology,"277,954,000",0.014,,,
RHT,Resonance Health Ltd,Health Care,"62,128,400",0.003,,,
RHY,RHYTHM Biosciences Ltd,Health Care,"8,966,750",0,,,
RIC,Ridley Corporation Ltd,Consumer Staples,"220,992,000",0.011,,,
RIE,Riedel Resources Ltd,Materials,"4,180,700",0,,,
RIM,Rimfire Pacific Mining NL,Materials,"6,037,670",0,,,
RINC,Betashares Legg Mason Real Income Fund (Managed Fund),,"43,840,900",0.002,,,
RIO,RIO Tinto Ltd,Materials,"32,485,100,000",1.688,,,
RKN,Reckon Ltd,Information Technology,"68,543,400",0.004,,,
RLC,Reedy Lagoon Corporation Ltd,Materials,"804,543",0,,,
RLE,Real Energy Corporation Ltd,Energy,"7,417,080",0,,,
RLG,Roolife Group Ltd,Information Technology,"7,834,290",0,,,
RLT,Renergen Ltd,Energy,"17,464,600",0.001,,,
RMC,Resimac Group Ltd,Financials,"341,753,000",0.018,,,
RMD,Resmed Inc,Health Care,"8,705,120,000",0.452,,,
RMG,RMG Ltd,Materials,"5,009,650",0,,,
RMI,Resource Mining Corporation Ltd,Materials,"1,481,340",0,,,
RML,Resolution Minerals Ltd,Materials,"13,005,300",0.001,,,
RMP,Red Emperor Resources NL,Energy,"4,202,340",0,,,
RMS,Ramelius Resources Ltd,Materials,"1,035,200,000",0.054,,,
RMT,Rma Energy Ltd,Materials,"2,100,240",0,,,
RMX,Red Mountain Mining Ltd,Materials,"2,634,110",0,,,
RMY,Rma Global Ltd,Communication Services,"50,234,000",0.003,,,
RND,Rand Mining Ltd,Materials,"109,771,000",0.006,,,
RNE,Renu Energy Ltd,Utilities,"2,653,960",0,,,
RNO,Rhinomed Ltd,Health Care,"13,536,500",0.001,,,
RNT,Rent.com.Au Ltd,Communication Services,"12,105,400",0.001,,,
RNU,Renascor Resources Ltd,Energy,"9,227,060",0,,,
RNX,Renegade Exploration Ltd,Materials,"2,137,880",0,,,
RNY,RNY Property Trust,Real Estate,"1,317,070",0,,,
ROBO,ETFs Robo Global Robotics and Automation ETF,,"118,083,000",0.006,,,
ROG,Red Sky Energy Ltd,Energy,"1,626,180",0,,,
ROO,Roots Sustainable Agricultural Technologies Ltd,Industrials,"2,988,630",0,,,
RPG,Raptis Group Ltd,Real Estate,"1,904,590",0,,,
RPM,RPM Automotive Group Ltd,Consumer Discretionary,"11,716,600",0.001,,,
RRL,Regis Resources Ltd,Materials,"2,286,810,000",0.119,,,
RSG,Resolute Mining Ltd,Materials,"1,034,850,000",0.054,,,
RSH,Respiri Ltd,Health Care,"40,455,300",0.002,,,
RSM,Russell Investments Australian Semi-Government Bond ETF,,"60,252,200",0.003,,,
RTE,"Retech Technology Co., Ltd",Consumer Discretionary,"85,013,100",0.004,,,
RTG,RTG Mining Inc,Materials,"31,246,400",0.002,,,
RTR,Rumble Resources Ltd,Materials,"30,375,300",0.002,,,
RUL,Rpmglobal Holdings Ltd,Information Technology,"222,902,000",0.012,,,
RVR,Red River Resources Ltd,Materials,"33,039,300",0.002,,,
RVS,Revasum Inc,Information Technology,"12,565,700",0.001,,,
RWC,Reliance Worldwide Corporation Ltd,Industrials,"2,156,960,000",0.112,,,
RWD,Reward Minerals Ltd,Materials,"19,511,500",0.001,,,
RXH,Rewardle Holdings Ltd,Communication Services,"1,578,960",0,,,
RXL,ROX Resources Ltd,Materials,"37,906,600",0.002,,,
RXM,REX Minerals Ltd,Materials,"18,270,800",0.001,,,
RXP,RXP Services Ltd,Information Technology,"48,329,200",0.003,,,
RYD,Ryder Capital Ltd,,"72,332,300",0.004,,,
RZI,RAIZ Invest Ltd,Financials,"37,492,500",0.002,,,
S2R,S2 Resources Ltd,Materials,"23,551,900",0.001,,,
S32,SOUTH32 Ltd,Materials,"9,619,840,000",0.5,,,
S66,Star Combo Pharma Ltd,Consumer Staples,"35,047,300",0.002,,,
SAM,SIV Asset Management Ltd,Financials,"937,489",0,,,
SAN,Sagalio Energy Ltd,Energy,"409,320",0,,,
SAR,Saracen Mineral Holdings Ltd,Materials,"4,786,550,000",0.249,,,
SAS,Sky and Space Global Ltd,,"70,069,400",0.004,,,
SAU,Southern Gold Ltd,Materials,"13,751,100",0.001,,,
SAVE,Pinnacle Ashares Global Dynamic Income Fund (Managed Fund),,"4,934,060",0,,,
SBI,Sterling Plantations Ltd,Consumer Staples,"845,000",0,,,
SBM,ST Barbara Ltd,Materials,"1,821,020,000",0.095,,,
SBR,Sabre Resources Ltd,Materials,"851,717",0,,,
SBU,Siburan Resources Ltd,Materials,"1,395,660",0,,,
SBW,Shekel Brainweigh Ltd,Information Technology,"9,174,000",0,,,
SCG,Scentre Group,Real Estate,"12,093,600,000",0.628,,,
SCI,Silver City Minerals Ltd,Materials,"3,318,390",0,,,
SCL,Schrole Group Ltd,Information Technology,"9,826,960",0.001,,,
SCN,Scorpion Minerals Ltd,Materials,"2,478,340",0,,,
SCP,Shopping Centres Australasia Property Group,Real Estate,"2,359,000,000",0.123,,,
SCT,Scout Security Ltd,Consumer Discretionary,"4,280,940",0,,,
SCU,Stemcell United Ltd,Health Care,"7,699,300",0,,,
SDA,Speedcast International Ltd,,"189,396,000",0.01,,,
SDF,Steadfast Group Ltd,Financials,"2,650,040,000",0.138,,,
SDG,Sunland Group Ltd,Real Estate,"161,553,000",0.008,,,
SDI,SDI Ltd,Health Care,"87,366,200",0.005,,,
SDL,Sundance Resources Ltd,Materials,"47,027,900",0.002,,,
SDV,Scidev Ltd,Materials,"100,013,000",0.005,,,
SDX,Sienna Cancer Diagnostics Ltd,Health Care,"21,732,300",0.001,,,
SE1,Sensera Ltd,Information Technology,"6,764,630",0,,,
SEC,Spheria Emerging Companies Ltd,,"78,283,200",0.004,,,
SEI,Speciality Metals International Ltd,Materials,"28,866,000",0.002,,,
SEK,Seek Ltd,Industrials,"6,129,400,000",0.319,,,
SELF,Selfwealth SMSF Leaders ETF,,"80,789,400",0.004,,,
SEN,Senetas Corporation Ltd,Information Technology,"49,778,900",0.003,,,
SEQ,Sequoia Financial Group Ltd,Financials,"21,819,000",0.001,,,
SER,Strategic Energy Resources Ltd,Materials,"3,800,000",0,,,
SES,Secos Group Ltd,Materials,"25,100,900",0.001,,,
SF1,Stemify Ltd,Information Technology,"1,726,700",0,,,
SFC,Schaffer Corporation Ltd,Consumer Discretionary,"139,660,000",0.007,,,
SFG,Seafarms Group Ltd,Consumer Staples,"129,588,000",0.007,,,
SFM,Santa Fe Minerals Ltd,Materials,"3,640,940",0,,,
SFR,Sandfire Resources Ltd,Materials,"802,911,000",0.042,,,
SFX,Sheffield Resources Ltd,Materials,"30,278,000",0.002,,,
SFY,SPDR S&P/ASX 50 Fund,,"548,295,000",0.028,,,
SGC,Sacgasco Ltd,Energy,"2,974,610",0,,,
SGF,SG Fleet Group Ltd,Industrials,"351,294,000",0.018,,,
SGH,Slater & Gordon Ltd,Consumer Discretionary,"81,673,000",0.004,,,
SGI,Stealth Global Holdings Ltd,Industrials,"6,643,000",0,,,
SGLLV,Ricegrowers Ltd,,"307,558,000",0.016,,,
SGM,Sims Ltd,Materials,"1,413,590,000",0.073,,,
SGO,Stream Group Ltd,Information Technology,"4,792,020",0,,,
SGP,Stockland,Real Estate,"6,866,930,000",0.357,,,
SGQ,ST George Mining Ltd,Materials,"45,387,200",0.002,,,
SGR,The Star Entertainment Group Ltd,Consumer Discretionary,"2,779,490,000",0.144,,,
SHE,Stonehorse Energy Ltd,Energy,"2,369,340",0,,,
SHH,Shree Minerals Ltd,Materials,"1,823,210",0,,,
SHJ,Shine Justice Ltd,Consumer Discretionary,"136,011,000",0.007,,,
SHK,Stone Resources Australia Ltd,Materials,"4,180,270",0,,,
SHL,Sonic Healthcare Ltd,Health Care,"12,916,700,000",0.671,,,
SHM,Shriro Holdings Ltd,Consumer Discretionary,"43,740,200",0.002,,,
SHO,Sportshero Ltd,Communication Services,"8,861,560",0,,,
SHV,Select Harvests Ltd,Consumer Staples,"695,375,000",0.036,,,
SI6,SIX Sigma Metals Ltd,Materials,"1,290,010",0,,,
SIG,Sigma Healthcare Ltd,Health Care,"640,911,000",0.033,,,
SIH,Sihayo Gold Ltd,Materials,"36,637,800",0.002,,,
SIL,Smiles Inclusive Ltd,Health Care,"5,059,650",0,,,
SIO,Simonds Group Ltd,Consumer Discretionary,"32,364,400",0.002,,,
SIQ,Smartgroup Corporation Ltd,Industrials,"713,043,000",0.037,,,
SIS,Simble Solutions Ltd,Information Technology,"3,117,170",0,,,
SIT,Site Group International Ltd,Consumer Discretionary,"24,134,000",0.001,,,
SIV,SIV Capital Ltd,Industrials,"20,026,600",0.001,,,
SIX,Sprintex Ltd,Consumer Discretionary,"9,500,000",0,,,
SKC,Skycity Entertainment Group Ltd,Consumer Discretionary,"1,614,620,000",0.084,,,
SKF,SKYFII Ltd,Information Technology,"40,308,800",0.002,,,
SKI,Spark Infrastructure Group,Utilities,"3,254,040,000",0.169,,,
SKN,Skin Elements Ltd,Consumer Staples,"21,917,400",0.001,,,
SKO,Serko Ltd,Information Technology,"229,992,000",0.012,,,
SKT,Sky Network Television Ltd,Communication Services,"119,962,000",0.006,,,
SKY,SKY Metals Ltd,Materials,"80,474,800",0.004,,,
SL1,SYMBOL Mining Ltd,Materials,"3,641,060",0,,,
SLC,Superloop Ltd,,"289,034,000",0.015,,,
SLF,SPDR S&P/ASX 200 Listed Property Fund,,"455,059,000",0.024,,,
SLK,Sealink Travel Group Ltd,Consumer Discretionary,"790,605,000",0.041,,,
SLM,Salmat Ltd,Communication Services,"157,734,000",0.008,,,
SLR,Silver Lake Resources Ltd,Materials,"1,715,700,000",0.089,,,
SLX,SILEX Systems Ltd,Information Technology,"51,830,200",0.003,,,
SLZ,Sultan Resources Ltd,Materials,"3,211,700",0,,,
SM1,Synlait Milk Ltd,Consumer Staples,"1,183,430,000",0.062,,,
SMC,Strategic Minerals Corporation NL,Materials,"32,644,800",0.002,,,
SMG,Soon Mining Ltd,Materials,"31,644,600",0.002,,,
SMI,Santana Minerals Ltd,Materials,"6,105,670",0,,,
SMLL,Betashares Aust Small Companies Select Fund (Managed Fund),,"30,267,800",0.002,,,
SMN,Structural Monitoring Systems Plc,Information Technology,"48,545,900",0.003,,,
SMP,Smartpay Holdings Ltd,Information Technology,"76,451,000",0.004,,,
SMR,Stanmore Coal Ltd,Energy,"257,375,000",0.013,,,
SMX,Security Matters Ltd,Information Technology,"22,634,600",0.001,,,
SNC,Sandon Capital Investments Ltd,,"73,594,100",0.004,,,
SND,Saunders International Ltd,Industrials,"49,367,100",0.003,,,
SNL,Supply Network Ltd,Consumer Discretionary,"146,741,000",0.008,,,
SNS,Sensen Networks Ltd,Information Technology,"43,381,900",0.002,,,
SNZ,Summerset Group Holdings Ltd,Health Care,"1,288,100,000",0.067,,,
SO4,Salt Lake Potash Ltd,Materials,"113,922,000",0.006,,,
SOL,Washington H Soul Pattinson & Company Ltd,Energy,"4,438,390,000",0.231,,,
SOM,Somnomed Ltd,Health Care,"98,215,600",0.005,,,
SOP,Synertec Corporation Ltd,Industrials,"5,738,230",0,,,
SOR,Strategic Elements Ltd,Financials,"14,319,000",0.001,,,
SP3,Spectur Ltd,Information Technology,"4,840,520",0,,,
SPK,Spark New Zealand Ltd,,"7,678,850,000",0.399,,,
SPL,Starpharma Holdings Ltd,Health Care,"391,191,000",0.02,,,
SPQ,Superior Resources Ltd,Materials,"2,935,500",0,,,
SPT,Splitit Payments Ltd,Information Technology,"109,460,000",0.006,,,
SPX,Spectrum Metals Ltd,Materials,"216,077,000",0.011,,,
SPY,SPDR S&P 500 ETF Trust,,"38,165,100",0.002,,,
SPZ,Smart Parking Ltd,Information Technology,"41,309,800",0.002,,,
SRG,SRG Global Ltd,Industrials,"115,907,000",0.006,,,
SRH,Saferoads Holdings Ltd,Industrials,"5,460,000",0,,,
SRI,Sipa Resources Ltd,Materials,"5,833,340",0,,,
SRK,Strike Resources Ltd,Materials,"6,685,370",0,,,
SRN,Surefire Resources NL,Materials,"1,256,310",0,,,
SRV,Servcorp Ltd,Real Estate,"252,695,000",0.013,,,
SRY,Story-I Ltd,Consumer Discretionary,"4,439,000",0,,,
SRZ,Stellar Resources Ltd,Materials,"3,099,000",0,,,
SSG,Shaver Shop Group Ltd,Consumer Discretionary,"55,011,200",0.003,,,
SSL,Sietel Ltd,Real Estate,"44,121,200",0.002,,,
SSLPA,Sietel Ltd,Financials,"75,000",0,,,
SSM,Service Stream Ltd,Industrials,"801,771,000",0.042,,,
SSO,SPDR S&P/ASX Small Ordinaries Fund,,"18,817,500",0.001,,,
SST,Steamships Trading Company Ltd,Industrials,"310,082,000",0.016,,,
ST1,Spirit Telecom Ltd,,"57,559,100",0.003,,,
STA,Strandline Resources Ltd,Materials,"53,346,100",0.003,,,
STC,Sinetech Ltd,Information Technology,"3,040,700",0,,,
STG,Straker Translations Ltd,Communication Services,"47,791,200",0.002,,,
STM,Sunstone Metals Ltd,Materials,"10,376,300",0.001,,,
STN,Saturn Metals Ltd,Materials,"36,192,100",0.002,,,
STO,Santos Ltd,Energy,"10,290,300,000",0.535,,,
STW,SPDR S&P/ASX 200 Fund,,"3,366,230,000",0.175,,,
STX,Strike Energy Ltd,Energy,"221,812,000",0.012,,,
SUBD,Vaneck Vectors Australian Subordinated Debt ETF,,"78,304,400",0.004,,,
SUD,Suda Pharmaceuticals Ltd,Health Care,"6,828,210",0,,,
SUH,Southern Hemisphere Mining Ltd,Materials,"1,738,240",0,,,
SUL,Super Retail Group Ltd,Consumer Discretionary,"1,254,410,000",0.065,,,
SUN,Suncorp Group Ltd,Financials,"11,588,100,000",0.602,,,
SUP,Superior Lake Resources Ltd,Materials,"6,677,740",0,,,
SVA,Simavita Ltd,Health Care,"14,658,200",0.001,,,
SVD,Scandivanadium Ltd,Materials,"2,708,760",0,,,
SVH,Silver Heritage Group Ltd,Consumer Discretionary,"12,612,200",0.001,,,
SVL,Silver Mines Ltd,Materials,"76,519,400",0.004,,,
SVM,Sovereign Metals Ltd,Materials,"49,736,400",0.003,,,
SVS,Sunvest Corporation Ltd,,"2,188,620",0,,,
SVW,Seven Group Holdings Ltd,Industrials,"5,195,570,000",0.27,,,
SVY,Stavely Minerals Ltd,Materials,"91,933,900",0.005,,,
SW1,Swift Media Ltd,Communication Services,"4,662,160",0,,,
SWF,Selfwealth Ltd,Financials,"45,404,600",0.002,,,
SWK,Swick Mining Services Ltd,Materials,"39,635,100",0.002,,,
SWM,Seven West Media Ltd,Communication Services,"132,271,000",0.007,,,
SWTZ,Switzer Dividend Growth Fund (Managed Fund),,"71,315,100",0.004,,,
SXA,Strata-X Energy Ltd,Energy,"4,052,200",0,,,
SXE,Southern Cross Electrical Engineering Ltd,Industrials,"108,950,000",0.006,,,
SXL,Southern Cross Media Group Ltd,Communication Services,"331,886,000",0.017,,,
SXX,Southern Cross Exploration N.L.,Materials,"5,386,220",0,,,
SXY,SENEX Energy Ltd,Energy,"313,304,000",0.016,,,
SYA,Sayona Mining Ltd,Materials,"17,282,700",0.001,,,
SYD,Sydney Airport,Industrials,"14,236,900,000",0.74,,,
SYI,SPDR MSCI Australia Select High Dividend Yield Fund,,"141,342,000",0.007,,,
SYR,Syrah Resources Ltd,Materials,"97,421,500",0.005,,,
SYS,SYNGAS Limited,Energy,"2,445,760",0,,,
SYT,Syntonic Ltd,Information Technology,"6,944,570",0,,,
SZL,Sezzle Inc,Financials,"142,466,000",0.007,,,
T3D,333D Ltd,Industrials,"1,066,000",0,,,
TAH,Tabcorp Holdings Ltd,Consumer Discretionary,"6,544,040,000",0.34,,,
TAM,Tanami Gold NL,Materials,"50,529,200",0.003,,,
TAO,TAO Commodities Ltd,Materials,"2,197,070",0,,,
TAP,TAP Oil Ltd,Energy,"31,667,800",0.002,,,
TAR,Taruga Minerals Ltd,Materials,"2,920,810",0,,,
TAS,Tasman Resources Ltd,Materials,"20,586,700",0.001,,,
TBL,Tambla Ltd,Information Technology,"3,069,980",0,,,
TBR,Tribune Resources Ltd,Materials,"353,152,000",0.018,,,
TCL,Transurban Group,Industrials,"37,744,400,000",1.962,,,
TCN,Techniche Ltd,Information Technology,"6,532,300",0,,,
TCO,Transmetro Corporation Ltd,Consumer Discretionary,"16,193,200",0.001,,,
TD1,Tali Digital Ltd,Health Care,"21,729,900",0.001,,,
TDI,360 Capital Digital Infrastructure Fund,,"92,908,800",0.005,,,
TDL,TBG Diagnostics Ltd,Health Care,"58,748,600",0.003,,,
TDO,3D Oil Ltd,Energy,"15,115,700",0.001,,,
TDY,Thedocyard Ltd,Information Technology,"9,512,640",0,,,
TECH,ETFs Morningstar Global Technology ETF,,"128,657,000",0.007,,,
TEG,Triangle Energy (Global) Ltd,Energy,"10,461,900",0.001,,,
TEK,Thorney Technologies Ltd,,"55,316,300",0.003,,,
TER,Terracom Ltd,Energy,"92,117,800",0.005,,,
TFL,Tasfoods Ltd,Consumer Staples,"26,233,500",0.001,,,
TGA,Thorn Group Ltd,Consumer Discretionary,"45,129,000",0.002,,,
TGF,Tribeca Global Natural Resources Ltd,,"76,786,800",0.004,,,
TGG,Templeton Global Growth Fund Ltd,,"235,952,000",0.012,,,
TGH,Terragen Holdings Ltd,Materials,"26,564,800",0.001,,,
TGM,Theta Gold Mines Ltd,Materials,"91,771,400",0.005,,,
TGN,Tungsten Mining NL,Materials,"77,041,400",0.004,,,
TGO,Trimantium Growthops Ltd,Information Technology,"7,597,240",0,,,
TGP,360 Capital Group,Real Estate,"206,631,000",0.011,,,
TGR,Tassal Group Ltd,Consumer Staples,"788,377,000",0.041,,,
THC,THC Global Group Ltd,Health Care,"45,750,100",0.002,,,
THD,Thred Ltd,Communication Services,"3,578,780",0,,,
THR,Thor Mining Plc,Materials,"1,810,050",0,,,
TIA,Tian An Australia Ltd,Real Estate,"25,982,600",0.001,,,
TIE,Tietto Minerals Ltd,Materials,"113,641,000",0.006,,,
TIG,Tigers Realm Coal Ltd,Materials,"37,864,300",0.002,,,
TIN,TNT Mines Ltd,Materials,"1,463,450",0,,,
TIP,Teaminvest Private Group Ltd,Financials,"67,850,900",0.004,,,
TKF,Tikforce Ltd,Information Technology,"2,797,700",0,,,
TKL,Traka Resources Ltd,Materials,"1,601,850",0,,,
TKM,Trek Metals Ltd,Materials,"2,272,170",0,,,
TLG,Talga Resources Ltd,Materials,"85,277,200",0.004,,,
TLM,Talisman Mining Ltd,Materials,"16,796,600",0.001,,,
TLS,Telstra Corporation Ltd,,"36,274,600,000",1.885,,,
TLT,Tilt Renewables Ltd,Utilities,"1,391,380,000",0.072,,,
TLX,TELIX Pharmaceuticals Ltd,Health Care,"348,487,000",0.018,,,
TMG,Trigg Mining Ltd,Materials,"2,492,400",0,,,
TMK,Tamaska Oil and Gas Ltd,Energy,"6,230,000",0,,,
TML,Timah Resources Ltd,Utilities,"6,418,600",0,,,
TMR,Tempus Resources Ltd,Materials,"5,938,170",0,,,
TMT,Technology Metals Australia Ltd,Materials,"12,828,800",0.001,,,
TMX,Terrain Minerals Ltd,Materials,"4,338,970",0,,,
TMZ,Thomson Resources Ltd,Materials,"2,019,840",0,,,
TNE,Technology One Ltd,Information Technology,"3,027,370,000",0.157,,,
TNG,TNG Ltd,Materials,"67,472,700",0.004,,,
TNK,Think Childcare Group,Consumer Discretionary,"50,984,000",0.003,,,
TNP,Triple Energy Ltd,Energy,"719,961",0,,,
TNR,Torian Resources Ltd,Materials,"7,963,910",0,,,
TNT,Tesserent Ltd,Information Technology,"30,080,200",0.002,,,
TNY,Tinybeans Group Ltd,Communication Services,"50,646,900",0.003,,,
TOE,Toro Energy Ltd,Energy,"20,886,900",0.001,,,
TOM,Tomizone Ltd,,"850,401",0,,,
TON,Triton Minerals Ltd,Materials,"32,899,200",0.002,,,
