ASX Listed Companies (1 October 2019),,,,,,,
Code,Company,Sector,Market Cap,Weight(%),,Total Index Market Cap,
WFE,Winmar Resources Limited,Materials,"58,150,800",3,,,
WGB,Wam Global Limited,,"454,956,000",0.02,,,
WGN,Wagners HLD Company,Materials,"282,407,000",12,,,
WGO,Warrego Energy Limited,Energy,"212,420,000",9,,,
WGX,Westgold Resources,Materials,"998,675,000",44,,,
WHA,Wattle Health Au Limited,Consumer Staples,"103,087,000",5,,,
WHC,Whitehaven Coal,Energy,"3,191,000,000",0.14,,,
WHF,Whitefield Limited,,"459,650,000",0.02,,,
WHFPA,Whitefield Limited 8.0% Cumulative Preference,Financials,23.79,0,,,
WHK,Whitehawk Limited,Consumer Discretionary,"10,695,600",0,,,
WIC,Westoz INV Limited,,"144,892,000",6,,,
WJA,Wameja Limited,Information Technology,"127,139,000",6,,,
WKT,Walkabout Resources,Materials,"85,565,400",4,,,
WLC,Wollongong Coal Limited,Materials,"74,935,800",3,,,
WLD,Wellard Limited,Consumer Staples,"27,093,800",1,,,
WLE,Wam Leaders Limited,,"932,830,000",41,,,
WLF,Wolf Minerals,Materials,"38,180,800",2,,,
WLL,Wellcom Group Limited,Industrials,"268,329,000",12,,,
WMI,Wam Microcap Limited,,"200,024,000",9,,,
WML,Woomera Mining Limited,Materials,"2,611,270",0,,,
WNB,Wellness and Beauty,Consumer Discretionary,"4,922,690",0,,,
WND,Windlab Limited,Utilities,"55,593,300",2,,,
WNR,Wingara AG Limited,Consumer Staples,"34,684,800",2,,,
WNS,World.Net Services,Information Technology,700.583,0,,,
WOA,Wide Open Agricultur,Consumer Staples,"4,659,350",0,,,
WOR,Worleyparsons Limited,Energy,"6,752,260,000",296,,,
WOW,Woolworths Group Limited,Consumer Staples,"46,924,100,000",2.06,,,
WPG,WPG Res Limited,Materials,"13,609,400",1,,,
WPL,Woodside Petroleum,Energy,"30,511,200,000",1339,,,
WPP,WPP AUNZ Limited,Consumer Discretionary,"438,858,000",19,,,
WQG,WCM Global Growth,,"190,898,000",8,,,
WRLD,Beta Managed Risk GL Trading Managed Fund Units FP,,"61,363,900",3,,,
WRM,White Rock Min Limited,Materials,"9,818,750",0,,,
WSA,Western Areas Limited,Materials,"847,993,000",37,,,
WSI,Weststar Industrial,Materials,"16,625,400",1,,,
WSP,Whispir Limited,Information Technology,"166,525,000",7,,,
WTC,Wisetech Global Limited,Information Technology,"11,050,500,000",485,,,
WVOL,Ishares Edgewld Mvol ETF Units FP,,"92,403,000",4,,,
WWG,Wisewaygroupltd,Industrials,"33,416,400",1,,,
WWI,West Wits Mining Limited,Materials,"6,457,720",0,,,
WXHG,SPDR World Ex OZ HDG ETF Units FP,,"91,907,100",4,,,
WXOZ,SPDR World Ex OZ ETF Units FP,,"199,868,000",9,,,
WZR,Wisr Limited,Financials,"119,833,000",5,,,
XAM,Xanadu Mines Limited,Materials,"35,642,400",2,,,
XARO,Activexardearealbnd Trading Managed Units FP,,"57,687,000",3,,,
XCD,XCD Energy Limited,Energy,"4,407,560",0,,,
XF1,Xref Limited,Information Technology,"68,659,300",3,,,
XPD,XPD Soccer Gear Group,Consumer Discretionary,"5,692,280",0,,,
XPE,Xped Limited,Information Technology,"1,506,830",0,,,
XPL,Xplorewlth Limited,Financials,"21,720,100",1,,,
XRF,XRF Scientific,Industrials,"33,456,500",1,,,
XRO,Xero Limited,Information Technology,"8,806,140,000",387,,,
XST,Xstate Resources,Energy,"2,280,980",0,,,
XTD,XTD Limited,Consumer Discretionary,"2,773,810",0,,,
XTE,Xtek Limited,Industrials,"36,794,700",2,,,
YAL,Yancoal Aust Limited,Energy,"4,066,950,000",179,,,
YANK,Beta Strong Usd Trading Managed Fund Units FP,,"10,987,500",0,,,
YBR,Yellow Brick Road,Financials,"21,477,700",1,,,
YMAX,Betasharesyieldmax Trading Managed Fund Units FP,Consumer Discretionary,"314,270,000",14,,,
YOJ,Yojee Limited,Information Technology,"66,947,800",3,,,
YOW,Yowie Group,Consumer Staples,"16,331,200",1,,,
YPB,YPB Group Limited,Industrials,"10,548,900",0,,,
YRL,Yandal Resources,Materials,"12,601,500",1,,,
Z1P,ZIP Co Limited,Financials,"1,637,440,000",72,,,
Z3RO,Pinnacleashares Cash Trading Managed Units FP,,"5,003,000",0,,,
ZAM,Zamanco Minerals Limited,Materials,"4,066,650",0,,,
ZEL,Z Energy Limited Foreign Exempt NZX,Energy,"2,072,000,000",91,,,
ZEN,Zenith Energy Limited,Utilities,"94,859,800",4,,,
ZER,ZETA Resources Limited,,"96,383,900",4,,,
ZEU,ZEUS Resources Limited,Energy,"1,441,200",0,,,
ZGL,ZICOM Group Limited,Industrials,"17,371,300",1,,,
ZIM,Zimplats Holding Limited 10c US,Materials,"1,076,380,000",47,,,
ZIP,Ziptel Limited,Telecommunication Services,"2,036,470",0,,,
ZLD,ZELDA Therapeutics,Health Care,"63,616,700",3,,,
ZMI,ZINC of Ireland NL,Materials,"10,938,100",0,,,
ZNC,Zenith Minerals Limited,Materials,"13,426,200",1,,,
ZNO,ZOONO Group Limited,Materials,"14,698,100",1,,,
ZTA,ZETA Petroleum,Energy,"2,114,240",0,,,
ZUSD,ETFs US Dollar ETF Units FP,,"9,162,080",0,,,
ZYAU,ETFs ASX300 Yield ETF Units FP,,"134,481,000",6,,,
ZYB,ZYBER Holdings Limited,Information Technology,"9,110,640",0,,,
ZYUS,ETFs S&P500 Yield ETF Units FP,,"77,732,200",3,,,
